Timestamp;Spur;Ivl;Total;Avg_Speed;Lkw;Lkw_avgSpeed;Pkw;Pkw_avgSpeed;Date;Hour;Minute;Day_of_week
"02.09.2019	1:10:00";DG25;4.1,4.2;1;52;0;0;1;59;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG77;1.1,1.2;1;62;0;0;1;62;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG78;2.1,2.2;1;55;0;0;1;60;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG26;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";DG79;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;10;1
"02.09.2019	1:10:00";WIM1;1;3;80;0;0;3;81;02.09.2019;1;10;1
"02.09.2019	1:10:00";WIM1;2;3;84;0;0;3;83;02.09.2019;1;10;1
"02.09.2019	1:10:00";WIM2;3;2;67;0;0;2;73;02.09.2019;1;10;1
"02.09.2019	1:10:00";WIM2;4;2;73;0;0;2;73;02.09.2019;1;10;1
"02.09.2019	1:15:00";DG15;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG16;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG80;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG81;4.1,4.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG22;1.1,1.2;2;47;0;0;2;46;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG23;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG24;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG25;4.1,4.2;1;41;0;0;1;39;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG77;1.1,1.2;3;59;0;0;3;58;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG78;2.1,2.2;1;45;0;0;1;43;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG26;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";DG79;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";WIM1;1;1;78;0;0;1;77;02.09.2019;1;15;1
"02.09.2019	1:15:00";WIM1;2;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:15:00";WIM2;3;1;59;0;0;1;57;02.09.2019;1;15;1
"02.09.2019	1:15:00";WIM2;4;0;0;0;0;0;0;02.09.2019;1;15;1
"02.09.2019	1:20:00";DG15;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG16;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG80;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG81;4.1,4.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG22;1.1,1.2;2;51;0;0;2;50;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG23;2.1,2.2;1;59;0;0;1;58;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG24;3.1,3.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG25;4.1,4.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG77;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG78;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG26;1.1,1.2;2;45;0;0;2;47;02.09.2019;1;20;1
"02.09.2019	1:20:00";DG79;2.1,2.2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";WIM1;1;1;60;0;0;1;56;02.09.2019;1;20;1
"02.09.2019	1:20:00";WIM1;2;0;0;0;0;0;0;02.09.2019;1;20;1
"02.09.2019	1:20:00";WIM2;3;4;65;1;63;3;66;02.09.2019;1;20;1
"02.09.2019	1:20:00";WIM2;4;2;56;0;0;2;54;02.09.2019;1;20;1
"02.09.2019	1:25:00";DG15;1.1,1.2;0;0;0;0;0;0;02.09.2019;1;25;1
